paper_id,title,abstract,date_published,url
528,Computational complexity of generalized graph coloring problems,"In this work we study a wide class of problems in graph theory, called generalized node-coloring problems, defined as follows: given graphs $G$ and $H$, can the nodes of $H$ be colored with $k$ colors to avoid containing $G$ as a subgraph in each color component? 
For each fixed choice of $G$ and $k$, we denote such problem as the generalized coloring problem with respect to $G$ and $k$, or GCP$\sb{G,k}$. When $G$ is $K\sb2$ (i.e., a single edge), then GCP$\sb{K\sb2,k}$ becomes the ordinary node-coloring problem (OCP$\sb{k}$). Therefore, the class of problems we consider is a natural generalization of the OCP, generalizing the forbidden subgraph from $K\sb2$ to an arbitrary one. The generalized coloring problems are abstractions of graph partitioning problems that are of interest in distributed operating systems, constraint satisfaction in artificial intelligence, VLSI design, and resource allocation. 
We completely characterize the complexity of the class of generalized coloring problems GCP$\sb{G,k}$. In fact, this characterization is a special case of our complete characterization of the class of all the problems of avoiding any nontrivial finite family of graphs $F$ (denoted GCP$\sb{F,k}$), rather than a single graph. We prove that all such problems are NP-complete for three or more colors. For two colors, they are NP-complete when $F$ does not contain a graph of maximum degree one. Otherwise, it is in ${\cal P}$, and we exhibit a polynomial-time (in fact, ${\cal NC}$) algorithm for the solution of such problems. 
We also consider what happens when $G$ is part of the input. This problem, denoted $GCP\sb{k}$, can be viewed as the composition of an NP-complete problem with a co-NP-complete problem. We show that, in this case, deciding whether $H$ can be colored (even with two colors) to avoid $G$ is $\Sigma\sbsp{2}{p}$-complete. This result involves an interesting extension of our reduction techniques, and appears to be the first natural graph problem known to be complete for an intermediate level of the polynomial hierarchy. 
The same techniques can be generalized to prove the $\Sigma\sbsp{2}{p}$-completeness of other related problems, including that of the Generalized Node Deletion Problem with forbidden subgraphs being part of the input. This theorem is an extension of the results of Yannakakis, who proved NP-hardness of Node Deletion Problems with fixed forbidden graphs. This result is in turn used in establishing the $\Sigma\sbsp{2}{p}$-completeness of the Clause Maintenance System, an important paradigm in artificial intelligence.",,https://www.semanticscholar.org/paper/445544b4ead154da47bda8660629095752dd979d,
3202,Global Marine Fishing across Space and Time,"Human health and livelihoods are threatened by declining marine fisheries catches, causing substantial interest in the sources and dynamics of fishing. Catch analyses in individual exclusive economic zones (EEZs) and the high seas are abundant, and research across multiple EEZs is growing. However, no previous studies have systematically compared catches, intranational versus international fish flows, and fishing nations within all of the world’s EEZs and across adjacent and distant EEZs and the high seas to inform “metacoupled” fisheries management. We use the metacoupling framework—a new approach for evaluating human–nature interactions within and across adjacent and distant systems (metacouplings)—to illustrate how fisheries catches were locally, regionally, and globally interconnected in 1950–2014, totaling 5.8 billion metric tons and increasing by 298% (tonnage) and 431% (monetary value) over this time period. Catches by nations in their own EEZs (largest in Peru) and adjacent EEZs (largest in Indonesia) constituted 86% of worldwide catches, growing in 1950–1996 but declining in 1997–2014. In contrast, catches in distant EEZs and the high seas—largest in Morocco, Mauritania, and Canada—peaked in 1973 and have since represented 9–21% of annual catches. Our 65-year, local–regional–global analysis illustrates how metacoupled fisheries governance—holistic management of multiscalar catches, flows, and tradeoffs within and among fisheries—can improve food and nutrition security, livelihood resilience, and biodiversity conservation across the world.",2020-06-01,https://www.semanticscholar.org/paper/07c4bf054e249e7f4a7d4caca62db7d82f7d0423,Sustainability
343,Networks and Games,,2004-12-19,https://www.semanticscholar.org/paper/3aa9447d39762e7cd2d298f8c99c3e7ad77c810d,International Conference on High Performance Computing
3306,"Social relationships and reproductive state influence leadership roles in movements of plains zebra, Equus burchellii
",,2007-05-01,https://www.semanticscholar.org/paper/02f6d0ca8b1d8bc6bf480312658bced412abf759,Animal Behaviour
113,Merging Ranks from Heterogeneous Internet Sources,"Many sources on the Internet and elsewhere rank the objects in query results according to how well these objects match the original query. For example, a real-estate agent might rank the available houses according to how well they match the user's preferred location and price. In this environment, ``meta-brokers'' usually query multiple autonomous, heterogeneous sources that might use varying result-ranking strategies. A crucial problem that a meta-broker then faces is extracting from the underlying sources the top objects for a user query according to the meta-broker's ranking function. This problem is challenging because these top objects might not be ranked high by the sources where they appear. In this paper we discuss strategies for solving this ``meta-ranking'' problem. In particular, we present a condition that a source must satisfy so that a meta-broker can extract the top objects for a query from the source without examining its entire contents. Not only is this condition necessary but it is also sufficient, and we show an efficient algorithm to extract the top objects from sources that satisfy the given condition.",1997-08-25,https://www.semanticscholar.org/paper/15c5cd0f4bc3fa966924a8a76118f6011dffba41,Very Large Data Bases Conference
916,Freedom from Deadlock of Safe Locking Policies,"The usual method for preserving the consistency of a database when accessed (read and updated) concurrently by several transactions, is by locking the transactions according to some locking policy; a locking policy that guarantees the preservation of consistency of the database is called safe. Furthermore, if no deadlocks can arise the policy is called deadlock-free. In this paper we are concerned with the freedom from deadlock of safe locking policies. We show that a simple extension of the DAG policy of [Y] is the most general safe and deadlock-free policy for a pair of transactions. We prove however, that it is NP-complete to test whether a set of transactions is not deadlock-free even for the simplest kind of transactions, those that are two-phase locked [E]. We show that for the natural class of safe locking policies, the L-policies, studied in [Y], freedom from deadlock is determined only by the order in which entities are accessed by the transactions and not by the way in which safety is ensured. A...",1982-05-01,https://www.semanticscholar.org/paper/a55c37c432b6550867bbbcf96e0360ba9a9fcd86,SIAM journal on computing (Print)
1285,LIMITS ON THE WIMP-NUCLEON CROSS-SECTION FROMTHE CRYOGENIC DARK MATTER,,,https://www.semanticscholar.org/paper/9886b4dcc6793e8ef2d9e7ad312469b56c00a472,
1819,PU-BCD: Exponential Family Models for the Coarse- and Fine-Grained All-Words Tasks,This paper describes an exponential family model of word sense which captures both occurrences and co-occurrences of words and senses in a joint probability distribution. This statistical framework lends itself to the task of word sense disambiguation. We evaluate the performance of the model in its participation on the SemEval-2007 coarse- and fine-grained all-words tasks under a variety of parameters.,2007-06-23,https://www.semanticscholar.org/paper/1df5e35f08cfb8105d34bd97848b877ebfa6ccf6,International Workshop on Semantic Evaluation
1320,Search for particles decaying into a Z boson and a photon in p(p)over-bar collisions at root s=1.96 TeV,,2006-10-01,https://www.semanticscholar.org/paper/7178217ea8c5a1b026a4ba7b393de26591eb924c,
3374,An Examination of Social Participation Found among a National Sample of Black and White Elderly,"Family and kin often are the primary source for emotional support in the later years. Older people are expected to attach a relatively higher value to the emotional aspects of life as other social functions diminish. They are expected to develop a greater orientation to affective, expressive, and affectional goals (Rosow, 1967). Consequently, the family and kinship system becomes the major social institution for the social participation of elderly people. At a time of life when emotional security is so greatly challenged (Simpson and McKinney, 1969), one’s family and kin are expected to provide the necessary support for one’s morale or well-being. In this article I will identify and describe the Black older person, and examine his social participation (in comparison with White aged) with family and kin. Social participation is here defined as the activity with other people that contributes to one’s social relationships which he comes to depend on for emotional support and responsiveness and which maintain him in many subtle ways (Lehr and Rudinger, 1969). To provide a framework for this examination, one assumption is made and one hypothesis is posed. It is assumed that: There are demographic differences between Black and White elderly; that is, when income, marital status, education, occupation, and religion are examined by sex, residential location and race are expected to differ significantly. It is hypothesized that: Household situations are different for Black and White elderly. It is proposed that these differences show that the elderly Black are more likely to live alone or in household situations without spouse and that White elderly are more likely to live with a spouse as a couple, or in household situations with a spouse. It is further hypothesized that Black elderly persons living alone or without a spouse have a low state of morale or well-being in old age.",1971-04-15,https://www.semanticscholar.org/paper/79d77a7660fe638a34b1f45e8269908abf64675b,
2672,Visual task characterization for automated visual discourse synthesis,"To develop a comprehensive and systematic approach to the automated design of visual discourse, we introduce a visual task taxonomy that interfaces high-level presentation intents with low-level visual techniques. In our approach, visual tasks describe presentation intents through their visual accomplishments, and suggest desired visual techniques through their visual implications. Therefore, we can characterize visual tasks by their visual accomplishments and implications. Through this characterization, visual tasks can guide the visual discourse synthesis process by specifying what presentation intents can be achieved and how to achieve them.",1998-01-01,https://www.semanticscholar.org/paper/4eafbddeabb3c1f4143b8ee190680d0bdcd398f3,International Conference on Human Factors in Computing Systems
2726,Generating Cross-References for Multimedia Explanation,"When explanations include multiple media, such as text and illustrations, a reference to an object can be made through a combination of media. We call part of a presentation that references material elsewhere a cross-reference. We are concerned here with how textual expressions can refer to parts of accompanying illustrations. The illustration to which a cross-reference refers should also satisfy the specific goal of identifying an object for the user. Thus, producing an effective cross-reference not only involves text generation, but may also entail modifying or replacing an existing illustration and in some cases, generating an illustration where previously none was needed. In this paper, we describe the different types of cross-references that COMET (COordinated Multimedia Explanation Testbed) generates and show the roles that both its text and graphics generators play in this process.",1992-07-12,https://www.semanticscholar.org/paper/2cac67b2b327512ce2c44df4f97632db5b434715,AAAI Conference on Artificial Intelligence
